name,name_ingles,level,flavour,description,details,page,somatic,verbal,material,cost,gp,ritual,concentration,abjuracion,conjuracion,adivinacion,encantamiento,evocacion,ilusionismo,nigromancia,transmutacion,como_usar,Clase del Hechizo
Boca mágica,Magic Mouth,2,Las paredes empiezan a hablar.,"El conjuro permite implantar un mensaje en un objeto visible, que se emite al cumplirse una condición de activación elegida por el lanzador. El mensaje debe ser de 25 palabras o menos y puede ser reproducido hasta por 10 minutos. Una boca mágica aparece en el objeto al activarse el conjuro, recitando el mensaje con la voz del lanzador. La activación depende de condiciones visuales o audibles a menos de 9 metros del objeto, como el movimiento de una criatura o el sonido de una campana. El lanzador puede optar por que el mensaje se repita tras cada activación o que cese después de una vez.","Hasta que sea disipado
9 m / 30 f / 6 cas
1 min o un ritual",248 MdJ*,TRUE,TRUE,TRUE,10 po,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Directo,"Bardo, Mago"
Bola de fuego,Fireball,3,Fuego que arrasa.,"Una ráfaga brillante surge de ti hacia un punto de tu elección dentro del alcance y luego estalla con un rugido sordo en una explosión ardiente. Todas las criaturas situadas en una esfera de 6 m / 20 pies de radio centrada en ese punto harán una tirada de salvación de Destreza; sufrirán 8d6 de daño de fuego si la fallan o la mitad del daño si la superan. Los objetos inflamables dentro del área que no lleve o vea nadie empezarán a arder.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por encima de 3 que tenga el espacio.","Instant.
45 m / 150 f / 30 cas
Acción",249 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TdS Des.,"Hechicero, Mago"
Bola de fuego de explosión retardada,Delayed Blast Fireball,7,El fuego aprende a esperar.,"Un rayo de luz amarilla surge de ti y se condensa en una cuenta brillante en un punto dentro del alcance hasta que termine el conjuro. Al finalizar, la cuenta explota y todas las criaturas en una esfera de 6 m / 20 pies de radio hacen una tirada de salvación de Destreza, recibiendo daño de fuego igual al acumulado (12d6 base, aumenta 1d6 al final de tu turno si el conjuro sigue) o la mitad si lo superan. Si alguien toca la cuenta antes de que termine, hace salvación de Destreza: si falla, el conjuro termina y explota; si tiene éxito, puede lanzar la cuenta hasta 12 m / 40 pies; al impactar con una criatura o un objeto sólido, la cuenta explota. Los objetos inflamables no llevados por nadie se prenden.
Con un espacio de conjuro superior a 7, el daño base aumenta 1d6 por nivel.
","1 min
45 m / 150 f / 30 cas
Acción",249 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TdS Des.,"Hechicero, Mago"
Brazos de Hadar,Arms of Hadar,1,La oscuridad se aferra y aprieta.,"Invocando a Hadar, provocas que broten zarcillos de ti. Cada criatura en una Emanación de 3 m / 10 pies que se origina en ti realiza una tirada de salvación de Fuerza. Si falla, el objetivo recibe 2d6 de daño necrótico y no puede tomar Reacciones hasta el comienzo de tu siguiente turno. Si tiene éxito, el objetivo solo recibe la mitad del daño.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel de espacio de conjuro superior a 1.","Instant.
Lanzador
Acción",249 MdJ,TRUE,TRUE,FALSE,~,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TdS Fue.,Brujo
Buenas bayas,Goodberry,1,Mas vale 10 bayas en mano...,"En tu mano aparecen diez bayas, que están impregnadas de magia hasta que termine el conjuro. Una criatura puede usar una acción adicional para comerse una, lo que le permite recuperar 1 punto de golpe. Además, la baya proporciona alimento suficiente como para mantener a una criatura durante 1 día.
Las bayas que no se consuman desaparecen cuando el conjuro termine.","24 horas
Lanzador
Acción",249 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Druida, Explorador"
Burla dañina,Vicios Mockery,Truco,Las palabras hieren de verdad.,"Profieres una sarta de improperios mezclados con encantamientos stuileshacia una criatura que puedas ver u oír dentro del alcance. El objetivo debe superar una tirada de salvación de Sabiduría o recibirá 1d6 de daño psíquico y tendrá desventaja en la siguiente tirada de ataque que realice antes de que acabe su siguiente turno.
Mejora de truco. El daño aumenta en 1d6 al alcanzar el nivel 5 (2d6), el nivel 11 (3d6) y el nivel 17 (4d6).","Instant.
18 m / 60 f / 12 cas
Acción",250 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Sab.,Bardo
Caída de pluma,Feather Fall,1,Caer ya no es un problema.,"Elige hasta cinco criaturas dentro del alcance que estén cayendo. La velocidad de descenso de cada objetivo se reduce a 18 metros por asalto hasta que el conjuro termine. Si una criatura aterriza antes de que termine el conjuro, no sufrirá daño de la caída y el conjuro termina para esa criatura.","1 min
18 m / 60 f / 12 cas
Reacción, alguien a 18m cae",250 MdJ,FALSE,TRUE,TRUE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Bardo, Hechicero, Mago"
Caldero burbujeante de Tasha,Tasha's bubbling Cauldron,6,Un brebaje que cambia el destino.,"Conjuras un caldero inmóvil con patas de garra, lleno de líquido burbujeante, que aparece en un espacio desocupado en el suelo a 1,5 m / 5 pies de ti y dura la duración. El líquido imita una poción común o poco común a tu elección. Como acción bonus, tú o un aliado podéis retirar una poción en un vial que desaparece al consumirse. El caldero produce un número de pociones igual a tu modificador de lanzamiento de conjuros (mínimo 1). Al retirar la última, el caldero desaparece y el conjuro termina. Las pociones no consumidas desaparecen cuando vuelves a lanzar este conjuro.","10 min
1,5 m / 5 f / 1 cas
Acción",250 MdJ*,TRUE,TRUE,TRUE,500 po,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Brujo, Mago"
Calentar metal,Heat metal,2,El metal se vuelve tu enemigo.,"Puedes seleccionar un objeto metálico, como armas o armaduras, y hacerlo brillar al rojo vivo. Cualquier criatura en contacto físico con el objeto sufre 2d8 de daño por fuego al lanzarse el conjuro. Mientras dure, se puede usar una acción adicional en turnos posteriores para repetir el daño si el objeto está al alcance. Si una criatura sostiene el objeto y recibe daño, debe realizar una tirada de salvación de Constitución; si falla, debe soltar el objeto, y si no lo hace, tendrá Desventaja en tiradas de ataque y pruebas de característica hasta el siguiente turno. Además, si se utiliza un espacio de conjuro de nivel superior, el daño aumenta en 1d8 por cada nivel de espacio superior a 2.","1 min
18 m / 60 f / 12 cas
Acción",251 MdJ*,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Bardo, Druida"
Calmar emociones,Calm Emotions,2,Las emociones bajan la voz.,"Cada humanoide en una esfera de 6 metros de radio centrada en un punto que elijas dentro del alcance deberá superar una tirada de salvación de Carisma o se verá afectado por uno de los siguientes efectos (elige uno para cada criatura):
• La criatura tiene inmunidad a los estados de asustada y hechizada hasta que el conjuro termine. Si la criatura ya estaba asustada o hechizada, se suprimen estos estados hasta que el conjuro termine.
• La criatura se vuelve indiferente hacia las criaturas de tu elección hacia las que sea hostil. Esta indiferencia termina si el objetivo recibe daño o si observa cómo alguno de sus aliados resulta dañado. Cuando el conjuro termine, la actitud de la criatura volverá a la normalidad.","1 min
18 m / 60 f / 12 cas
Acción",251 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TdS Car.,"Bardo, Clerigo"
Cambiar de forma,Shaperchange,9,La forma ya no es fija.,"Cambia tu forma a otra criatura durante la duración o hasta que uses una acción mágica para cambiar de nuevo. La forma elegida debe tener una calificación de desafío igual o menor que tu nivel o CR, no ser constructo ni no-muerto, y debes haber visto el tipo de criatura antes. Obtienes Puntos de Golpe Temporales iguales a los de la primera forma; desaparecen al terminar el hechizo. Tus estadísticas se reemplazan por las de la forma elegida, conservando tipo, alineación, personalidad, Inteligencia, Sabiduría, Carisma, Puntos de Golpe, Dados de Golpe, competencias y capacidad de comunicación; si puede lanzar hechizos, también los conserva. Decide si tu equipo cae al suelo o se adapta a la nueva forma.
","1 hora
Lanzador
Acción",252 MdJ*,TRUE,TRUE,TRUE,1500 po,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Mago"
Caminar sobre el agua,Water Walk,3,Sobre cualquier líquido.,"Este conjuro concede la capacidad de moverse por encima de cualquier superficie líquida, como agua, ácido, barro, nieve, arenas movedizas o lava, como si se tratara de un suelo sólido inofensivo (aunque las criaturas que crucen lava derretida pueden seguir sufriendo daño por el calor). Hasta diez criaturas voluntarias que elijas dentro del alcance obtienen esta capacidad hasta que termine el conjuro.
Los objetivos afectados deben emplear una acción adicional para pasar de la superficie del líquido al propio líquido y viceversa, pero si caen en él, pasarán a través de la superficie al líquido que hay debajo.","1 hora
9 m / 30 f / 6 cas
Acción o ritual",252 MdJ,TRUE,TRUE,TRUE,~,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,"Druida, Clerigo, Explorador, Hechicero"
Campo antimagia,Antimagic Field,8,La magia se apaga.,"Un aura de antimagia te envuelve en una emanación de 3 m / 10 pies. Dentro de ella nadie puede lanzar conjuros, emplear acciones de magia o crear otros efectos mágicos, y estos efectos no pueden hacer objetivo o afectar a nada de su interior. Las propiedades mágicas de los objetos mágicos no funcionan dentro del aura ni afectan a nada que esté en su interior. Las áreas de efecto que crean los conjuros u otro tipo de magia no pueden penetrar en el aura y nadie puede teleportarse ni usar el viaje interplanar para entrar o salir de ella. Los portales se cierran de forma temporal mientras estén dentro del aura.
Los conjuros activos se suprimen en la zona, salvo los que lancen un artefacto o deidad. Mientras un efecto está suprimido, no funciona, pero el tiempo que pasa suprimido cuenta para su duración. Disipar magia no tiene efecto en el aura, y las auras que creadas por distintos conjuros campo antimagia no se anulan entre sí.","1 hora
Lanzador
Acción",252 MdJ,TRUE,TRUE,TRUE,~,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,"Clerigo, Mago"
Caparazón antivida,Antilife Shell,5,La vida no puede tocarte.,"Un aura se extiende alrededor de ti en una emanación de 3 m / 10 pies hasta que el conjuro termine. El aura impide que las criaturas que no sean autómatas o muertos vivientes penetren total o parcialmente en ella, pero sí que pueden lanzar conjuros o realizar ataques con armas a distancia o de gran alcance a través de la barrera. Si tu movimiento obliga a que una criatura afectada atraviese la barrera, el conjuro termina.","1 hora
Lanzador
Acción",253 MdJ,TRUE,TRUE,FALSE,~,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Druida
Carcaj veloz,Swift Quiver,5,Doble ataque con arcos y ballestas.,"Cuando lances el conjuro y como acción adicional hasta que termine, puedes realizar dos ataques con un arma que use flechas o virotes, como un arco largo o una ballesta ligera. El conjuro crea mágicamente la munición necesaria para cada ataque. Cada flecha o virote que cree el conjuro inflige daño como si fuera munición no mágica de su tipo y se desintegra inmediatamente después de acertar o fallar.
","1 min.
Lanzador
Acción adicional",253 MdJ,TRUE,TRUE,TRUE,1 po,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,Explorador
Castigo abrasador,Searing Smite,1,Fuego que quema sin piedad.,"Al golpear al objetivo, sufre 1d6 de daño de fuego adicional del ataque. Al principio de cada uno de sus turnos hasta que el conjuro termine, el objetivo sufrirá 1d6 de daño de fuego y luego hará una tirada de salvación de Constitución. Si la falla, el conjuro seguirá activo. Si la supera, el conjuro terminará. Con un espacio de conjuro de nivel superior. Todo el daño aumenta en 1d6 por cada nivel por encima de 1 que tenga el espacio.","1 min
Lanzador
Acción adicional, inmediata tras acertar ataque",253 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,Paladín
Castigo abrumador,Staggering Smite,4,Un golpe que aplasta el espíritu.,El objetivo recibirá 4d6 de daño psíquico adicional del ataque y deberá superar una tirada de salvación de Sabiduría o tendrá el estado de aturdido hasta el final tu siguiente turno. Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por encima de 4 que tenga el espacio.,"Instant.
Lanzador
Acción adicional, inmediata tras acertar ataque",254 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Directo,Paladín
Castigo atronador,Thunderous Smite,1,El trueno resuena con fuerza.,"Tu golpe resuena con un trueno audible a 90 m / 300 pies de ti y el objetivo sufre 2d6 de daño de trueno adicional al atque. Además, si el objetivo es una criatura, deberá superar una tirada de salvación de Fuerza o la empujarás 3 m / 10 pies respecto a ti y tendrá el estado de derribada.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por enciam de 1 que tenga el espacio.","Instant.
Lanzador
Acción adicional, inmediata tras acertar ataque",254 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,Paladín
Castigo brillante,Shining Smite,2,Luz que deslumbra y hiere.,"El objetivo del golpe recibe 2d6 de daño radiante adicional del ataque. Hasta que el conjuro termine, el objetivo emitirá luz brillante en un radio de 1,5 m / 5 pies, las tiradas de ataque contra él tendrán ventaja y no podrá beneficiarse del estado de invisible.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por encima de 2 que tenga el espacio. ","1 min
Lanzador
Acción adicional, inmediata tras acertar ataque",254 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Directo,Paladín
Castigo cegador,Blinding Smite,5,Oscuridad que ciega y confunde.,"El objetivo del golpe sufrirá 3d8 de daño radiante adicional del ataque y tendrá el estado de cegado hasta que el conjuro termine. Al final de cada uno de sus turnos, el objetivo cegado hará una tirada de salvación de Constitución y, si tiene éxito, se librará del conjuro.
Con un espacio de conjuro de nivel superior. El daño adicional aumenta en 1d8 por cada nivel por encima de 3 que tenga el espacio.
","1 min
Lanzador
Acción adicional, inmediata tras acertar ataque",255 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,Paladín
Castigo desterrador,Banishing Smite,5,Exilio que no deja retorno.,"El objetivo de la tirada de ataque recibe 5d10 de daño de fuerza adicional del ataque. Si el ataque reduce los puntos de golpe del objetivo a 50 o menos, deberá superar una tirada de salvación de Carisma o se teletransportará a un semiplano inofensivo hasta que termine el conjuro. Mientras permanezca allí, tendrá el estado de incapacitado. Cuando el conjuro termine, el objetivo reaparecerá en el espacio que abandonó o en el espacio sin ocupar más cercano si dicho espacio está ocupado.
","1 min
Lanzador
Acción adicional, inmediata tras acertar ataque",255 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directo,Paladín
Castigo divino,Divine Smite,1,Poder sagrado que castiga.,"El objetivo sufre 2d8 de daño radiante adicional del ataque. Este daño aumenta en 1d8 si el objetivo es un infernal o un muerto viviente.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d8 por cada nivel por encima de 1 que tenga el espacio.
","Instant.
Lanzador
Acción adicional, inmediata tras acertar ataque",255 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Directo,Paladín
Castigo furioso,Wrathful Smite,1,Ira que no conoce límites.,"El objetivo sufrirá 1d6 de daño necrótico adicional del ataque y deberá superar una tirada de salvación de Sabiduría o tendrá el estado de asustado hasta que el conjuro termine. Al final de cada uno de sus turnos, el objetivo asustado repite la tirada de salvación y, si tiene éxito, se librará del conjuro.
Con un espacio de conjuro de nivel superior. El daño aumenta en 1d6 por cada nivel por encima de 1 que tenga el espacio.
","1 min
Lanzador
Acción adicional, inmediata tras acertar ataque",255 MdJ,FALSE,TRUE,FALSE,~,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Directo,Paladín
